"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"com/fasterxml/aalto/async/AsyncByteScanner.handleAttrValue:()Z","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","protected abstract","1"
"com/fasterxml/aalto/async/AsyncByteScanner.handleNsDecl:()Z","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","protected abstract","1"
"com/fasterxml/aalto/async/AsyncByteScanner.finishCData:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.finishComment:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.finishDTD:(Z)V","1","1","1","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.finishPI:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.finishSpace:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.skipCharacters:()Z","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","protected abstract","1"
"com/fasterxml/aalto/async/AsyncByteScanner.skipCData:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.skipComment:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.skipPI:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.skipSpace:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.loadMore:()Z","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","5","2","","throwInternal","","XMLStreamException","","protected","2"
"com/fasterxml/aalto/async/AsyncByteScanner.finishCharacters:()V","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","protected abstract","1"
"com/fasterxml/aalto/async/AsyncByteScanner.findPName:(II)Lcom/fasterxml/aalto/in/PName;","6","2","10","3","0","230","39","1215.6425103383172","66.0","80232.40568232893","0.4052141701127724","0","0","0","128","102","PName","addPName","calcHash findSymbol growArrayBy","XMLStreamException","","protected final","28"
"com/fasterxml/aalto/async/AsyncByteScanner.verifyAndAppendEntityCharacter:(I)V","2","1","1","0","0","51","25","236.83666567851094","14.0","3315.713319499153","0.07894555522617032","0","0","0","29","22","","verifyXmlChar","append","XMLStreamException","","protected","7"
"com/fasterxml/aalto/async/AsyncByteScanner.validPublicIdChar:(I)Z","18","1","1","0","0","89","28","427.85458806312676","5.0","2139.2729403156336","0.14261819602104225","0","0","0","55","34","","","","","","protected","1"
"com/fasterxml/aalto/async/AsyncByteScanner.decodeCharForError:(B)I","1","1","1","0","0","3","3","4.754887502163469","1.0","4.754887502163469","0.0015849625007211565","0","0","0","2","1","","","","XMLStreamException","","protected","1"
"com/fasterxml/aalto/async/AsyncByteScanner.checkPITargetName:(Lcom/fasterxml/aalto/in/PName;)V","4","1","2","2","0","30","19","127.43782540330756","4.0","509.7513016132302","0.042479275134435855","0","0","0","17","13","String PName","reportInputProblem","getLocalName length hasPrefix equalsIgnoreCase","XMLStreamException","","protected","5"
"com/fasterxml/aalto/async/AsyncByteScanner.throwInternal:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","<init>","","IllegalStateException","protected","1"
"com/fasterxml/aalto/async/AsyncByteScanner.reportInvalidOther:(II)V","1","2","2","0","0","13","10","43.18506523353572","2.0","86.37013046707143","0.014395021744511906","0","0","0","7","6","","reportInvalidOther","","XMLStreamException","","protected","3"
"com/fasterxml/aalto/async/AsyncStreamReaderImpl.<init>:(Lcom/fasterxml/aalto/async/AsyncByteScanner;)V","1","1","1","1","0","19","11","65.72920075410866","2.0","131.45840150821732","0.021909733584702887","0","0","0","10","9","AsyncByteScanner","","<init>","","","public","4"
"com/fasterxml/aalto/async/AsyncStreamReaderImpl.getInputFeeder:()Lcom/fasterxml/aalto/AsyncInputFeeder;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"com/fasterxml/aalto/async/AsyncStreamReaderImpl._reportNonTextEvent:(I)V","2","1","1","0","0","17","13","62.907475208398566","3.0","188.72242562519568","0.02096915840279952","0","0","0","9","8","","throwWfe","_reportNonTextEvent","XMLStreamException","","protected","4"
"com/fasterxml/aalto/AsyncByteArrayFeeder.feedInput:([BII)V","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","public abstract","1"
"com/fasterxml/aalto/AsyncByteBufferFeeder.feedInput:(Ljava/nio/ByteBuffer;)V","2","1","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","public abstract","1"
"com/fasterxml/aalto/AsyncInputFeeder.needMoreInput:()Z","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/AsyncInputFeeder.endOfInput:()V","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.createAsyncForByteArray:()Lcom/fasterxml/aalto/AsyncXMLStreamReader;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.createAsyncFor:([B)Lcom/fasterxml/aalto/AsyncXMLStreamReader;","2","1","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.createAsyncFor:([BII)Lcom/fasterxml/aalto/AsyncXMLStreamReader;","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.createAsyncForByteBuffer:()Lcom/fasterxml/aalto/AsyncXMLStreamReader;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLInputFactory.createAsyncFor:(Ljava/nio/ByteBuffer;)Lcom/fasterxml/aalto/AsyncXMLStreamReader;","2","1","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","XMLStreamException","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLStreamReader.getInputFeeder:()Lcom/fasterxml/aalto/AsyncInputFeeder;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/AsyncXMLStreamReader.getConfig:()Lcom/fasterxml/aalto/in/ReaderConfig;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"com/fasterxml/aalto/dom/BijectiveNsMap.<init>:(I[Ljava/lang/String;)V","1","2","2","1","0","22","13","81.40967379910403","3.0","244.22902139731207","0.027136557933034676","0","0","0","12","10","String[]","","<init>","","","private","4"
"com/fasterxml/aalto/dom/BijectiveNsMap.createEmpty:()Lcom/fasterxml/aalto/dom/BijectiveNsMap;","1","0","1","1","0","35","23","158.32466846199546","7.0","1108.2726792339681","0.05277488948733182","0","2","0","21","14","String[]","<init>","","","","public static","6"
"com/fasterxml/aalto/dom/BijectiveNsMap.createChild:()Lcom/fasterxml/aalto/dom/BijectiveNsMap;","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","<init>","","","","public","1"
"com/fasterxml/aalto/dom/BijectiveNsMap.findUriByPrefix:(Ljava/lang/String;)Ljava/lang/String;","4","1","5","3","0","63","30","309.1341075233367","18.0","5564.413935420061","0.1030447025077789","0","0","1","38","25","String String[]","","hashCode equals","","","public","9"
"com/fasterxml/aalto/dom/BijectiveNsMap.findPrefixByUri:(Ljava/lang/String;)Ljava/lang/String;","9","1","10","5","0","128","35","656.5482261689557","27.0","17726.802106561805","0.21884940872298522","0","0","2","75","53","String String[]","","hashCode equals","","","public","18"
"com/fasterxml/aalto/dom/BijectiveNsMap.getPrefixesBoundToUri:(Ljava/lang/String;Ljava/util/List;)Ljava/util/List;","11","2","11","6","0","143","44","780.6987214651335","22.0","17175.371872232936","0.2602329071550445","0","1","2","83","60","String List String[]","","add hashCode equals <init>","","","public","20"
"com/fasterxml/aalto/dom/BijectiveNsMap.size:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","5","2","","","","","","public","1"
"com/fasterxml/aalto/dom/BijectiveNsMap.localSize:()I","1","0","0","0","0","12","9","38.03910001730775","3.0","114.11730005192325","0.012679700005769252","0","0","0","8","4","","","","","","public","1"
"com/fasterxml/aalto/dom/BijectiveNsMap.addMapping:(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;","5","2","8","5","0","139","42","749.5321217662478","39.0","29231.752748883664","0.24984404058874926","0","1","1","84","55","String String[]","","hashCode equals copyOf","","","public","16"
"com/fasterxml/aalto/dom/BijectiveNsMap.addGeneratedMapping:(Ljava/lang/String;Ljavax/xml/namespace/NamespaceContext;Ljava/lang/String;[I)Ljava/lang/String;","8","4","10","7","0","159","58","931.4189782252839","34.0","31668.245259659652","0.3104729927417613","0","2","4","95","64","String NamespaceContext String[] int[]","","intern hashCode equals toString getNamespaceURI <init> copyOf append","","","public","20"
"com/fasterxml/aalto/dom/DOMOutputElement.<init>:()V","1","0","0","0","0","40","16","160.0","3.0","480.0","0.05333333333333334","0","0","0","23","17","","","<init>","","","private","9"
"com/fasterxml/aalto/dom/DOMOutputElement.<init>:(Lcom/fasterxml/aalto/dom/DOMOutputElement;Lorg/w3c/dom/Element;Lcom/fasterxml/aalto/dom/BijectiveNsMap;)V","2","3","3","3","0","58","21","254.75441052116813","8.0","2038.035284169345","0.08491813684038937","0","0","0","32","26","DOMOutputElement Element BijectiveNsMap","","<init>","","","private","9"
"com/fasterxml/aalto/dom/DOMOutputElement.relink:(Lcom/fasterxml/aalto/dom/DOMOutputElement;Lorg/w3c/dom/Element;)V","1","2","2","2","0","30","14","114.22064766172811","3.0","342.66194298518434","0.038073549220576035","0","0","0","16","14","DOMOutputElement Element","appendNode","relink","","","private","6"
"com/fasterxml/aalto/dom/DOMOutputElement.createRoot:()Lcom/fasterxml/aalto/dom/DOMOutputElement;","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","1","0","4","2","","<init>","","","","public static","1"
"com/fasterxml/aalto/dom/DOMOutputElement.createAndAttachChild:(Lorg/w3c/dom/Element;)Lcom/fasterxml/aalto/dom/DOMOutputElement;","2","1","1","1","0","31","16","124.0","4.0","496.0","0.04133333333333333","0","0","0","18","13","Element","isRoot createChild","appendChild getOwnerDocument","","","protected","4"
"com/fasterxml/aalto/dom/DOMOutputElement.createChild:(Lorg/w3c/dom/Element;)Lcom/fasterxml/aalto/dom/DOMOutputElement;","1","1","1","1","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","Element","<init>","","","","protected","1"
"com/fasterxml/aalto/dom/DOMOutputElement.reuseAsChild:(Lcom/fasterxml/aalto/dom/DOMOutputElement;Lorg/w3c/dom/Element;)Lcom/fasterxml/aalto/dom/DOMOutputElement;","1","2","3","3","0","17","11","58.81033751683406","2.0","117.62067503366812","0.019603445838944685","0","0","0","9","8","DOMOutputElement Element","relink","","","","protected","3"
"com/fasterxml/aalto/dom/DOMOutputElement.addToPool:(Lcom/fasterxml/aalto/dom/DOMOutputElement;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","DOMOutputElement","","","","","protected","2"
"com/fasterxml/aalto/dom/DOMOutputElement.getParent:()Lcom/fasterxml/aalto/dom/DOMOutputElement;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"com/fasterxml/aalto/dom/DOMOutputElement.isRoot:()Z","2","0","0","0","0","9","9","28.529325012980813","3.0","85.58797503894243","0.009509775004326938","0","0","0","7","2","","","","","","public","1"
"com/fasterxml/aalto/dom/DOMOutputElement.getNameDesc:()Ljava/lang/String;","1","0","0","0","0","14","9","44.37895002019238","2.0","88.75790004038475","0.014792983340064125","0","0","0","8","6","","","getLocalName","","","public","3"
"com/fasterxml/aalto/dom/DOMOutputElement.setDefaultNsUri:(Ljava/lang/String;)V","1","1","1","1","0","12","8","36.0","2.0","72.0","0.012","0","0","0","7","5","String","","","","","public","3"
"com/fasterxml/aalto/dom/DOMOutputElement.setRootNsContext:(Ljavax/xml/namespace/NamespaceContext;)V","4","1","2","2","0","33","19","140.1816079436383","5.0","700.9080397181915","0.04672720264787944","0","0","0","18","15","String NamespaceContext","","length getNamespaceURI","","","protected","6"
"com/fasterxml/aalto/dom/DOMOutputElement.appendNode:(Lorg/w3c/dom/Node;)V","2","1","1","1","0","27","15","105.48604608143","4.0","421.94418432572","0.03516201536047667","0","0","0","16","11","Node","isRoot","appendChild getOwnerDocument","","","protected","4"
"com/fasterxml/aalto/dom/DOMOutputElement.addAttribute:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","String","","setAttribute","","","protected","2"
"com/fasterxml/aalto/dom/DOMOutputElement.addAttribute:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","1","3","3","3","0","13","10","43.18506523353572","2.0","86.37013046707143","0.014395021744511906","0","0","0","7","6","String","","setAttributeNS","","","protected","2"
"com/fasterxml/aalto/dom/DOMOutputElement.appendChild:(Lorg/w3c/dom/Node;)V","1","1","1","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Node","","appendChild","","","public","2"
"com/fasterxml/aalto/dom/DOMReaderImpl.<init>:(Ljavax/xml/transform/dom/DOMSource;Lcom/fasterxml/aalto/in/ReaderConfig;)V","3","2","2","2","0","47","19","199.6525931318485","3.0","598.9577793955455","0.06655086437728283","0","0","0","25","22","DOMSource ReaderConfig","setInternNames setInternNsURIs","hasInternNsURIsBeenEnabled willInternNsURIs willSupportNamespaces willInternNames <init> hasInternNamesBeenEnabled willCoalesceText","XMLStreamException","","protected","7"
"com/fasterxml/aalto/dom/DOMReaderImpl.createFrom:(Ljavax/xml/transform/dom/DOMSource;Lcom/fasterxml/aalto/in/ReaderConfig;)Lcom/fasterxml/aalto/dom/DOMReaderImpl;","1","2","2","2","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","1","0","6","4","DOMSource ReaderConfig","<init>","","XMLStreamException","","public static","1"
"com/fasterxml/aalto/dom/DOMReaderImpl.isPropertySupported:(Ljava/lang/String;)Z","1","1","1","1","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","String","","isPropertySupported","","","public","1"
"com/fasterxml/aalto/dom/DOMReaderImpl.getProperty:(Ljava/lang/String;)Ljava/lang/Object;","1","1","1","1","0","28","15","109.39293667703852","3.0","328.1788100311156","0.03646431222567951","0","0","0","16","12","String","","getProperty equals","","","public","5"
"com/fasterxml/aalto/dom/DOMReaderImpl.setProperty:(Ljava/lang/String;Ljava/lang/Object;)Z","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","String Object","","setProperty","","","public","1"
"com/fasterxml/aalto/dom/DOMReaderImpl.throwStreamException:(Ljava/lang/String;Ljavax/xml/stream/Location;)V","1","2","2","2","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","1","0","6","4","String Location","","<init>","XMLStreamException","WFCException","protected","1"
"com/fasterxml/aalto/dom/DOMWriterImpl.<init>:(Lcom/fasterxml/aalto/out/WriterConfig;Lorg/w3c/dom/Node;)V","2","2","4","4","0","110","46","607.5918151662714","9.0","5468.326336496443","0.2025306050554238","0","3","0","63","47","DOMOutputElement WriterConfig Node Element","","willRepairNamespaces getClass createChild createRoot getAutomaticNsPrefix getNodeType toString <init> append","XMLStreamException","XMLStreamException","private","16"
"com/fasterxml/aalto/dom/DOMWriterImpl.createFrom:(Lcom/fasterxml/aalto/out/WriterConfig;Ljavax/xml/transform/dom/DOMResult;)Lcom/fasterxml/aalto/dom/DOMWriterImpl;","1","2","3","3","0","16","13","59.207035490257475","3.0","177.62110647077242","0.019735678496752493","0","1","0","9","7","DOMResult WriterConfig Node","<init>","getNode","XMLStreamException","","public static","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.getNamespaceContext:()Ljavax/xml/namespace/NamespaceContext;","1","0","0","0","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","8","5","","","getInstance","","","public","3"
"com/fasterxml/aalto/dom/DOMWriterImpl.getPrefix:(Ljava/lang/String;)Ljava/lang/String;","2","1","2","2","0","37","17","151.23612512626258","4.0","604.9445005050503","0.05041204170875419","0","0","0","22","15","String","","getPrefix","","","public","7"
"com/fasterxml/aalto/dom/DOMWriterImpl.getProperty:(Ljava/lang/String;)Ljava/lang/Object;","1","1","1","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","String","","getProperty","","","public","1"
"com/fasterxml/aalto/dom/DOMWriterImpl.setDefaultNamespace:(Ljava/lang/String;)V","3","1","1","1","0","17","12","60.94436251225966","4.0","243.77745004903863","0.020314787504086555","0","0","0","11","6","String","","length","","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.setPrefix:(Ljava/lang/String;Ljava/lang/String;)V","7","2","2","2","0","159","47","883.1796274167443","16.0","14130.87403866791","0.29439320913891476","0","6","0","84","75","String","setDefaultNamespace throwOutputError","equals length toString <init> append put","XMLStreamException","NullPointerException","public","22"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeAttribute:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","11","8","33.0","2.0","66.0","0.011","0","0","0","7","4","String","outputAttribute","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeAttribute:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","String","outputAttribute","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeAttribute:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","13","9","41.20902501875006","1.0","41.20902501875006","0.013736341672916687","0","0","0","7","6","String","outputAttribute","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeDefaultNamespace:(Ljava/lang/String;)V","1","1","1","1","0","29","19","123.18989788986397","4.0","492.7595915594559","0.04106329929662132","0","1","0","15","14","String","setDefaultNamespace","addAttribute <init>","","IllegalStateException","public","5"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeEmptyElement:(Ljava/lang/String;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","String","writeEmptyElement","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeEmptyElement:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","7","4","String","createStartElem","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeEmptyElement:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","2","3","3","3","0","18","12","64.52932501298082","3.0","193.58797503894246","0.02150977500432694","0","0","0","10","8","String","createStartElem","","XMLStreamException","","public","4"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeEndDocument:()V","1","0","0","0","0","11","8","33.0","2.0","66.0","0.011","0","0","0","7","4","","","","","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeEndElement:()V","2","0","0","0","0","35","20","151.26748332105768","6.0","907.6048999263461","0.05042249444035256","0","1","0","20","15","","","getParent isRoot <init>","","IllegalStateException","public","5"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeNamespace:(Ljava/lang/String;Ljava/lang/String;)V","3","2","2","2","0","44","20","190.16483617504394","3.0","570.4945085251318","0.06338827872501465","0","0","0","23","21","String","writeDefaultNamespace outputAttribute throwOutputError","length addPrefix","XMLStreamException","","public","8"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeStartElement:(Ljava/lang/String;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","String","writeStartElement","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeStartElement:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","7","4","String","createStartElem","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeStartElement:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","String","createStartElem","","XMLStreamException","","public","2"
"com/fasterxml/aalto/dom/DOMWriterImpl.isPropertySupported:(Ljava/lang/String;)Z","1","1","1","1","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","String","","isPropertySupported","","","public","1"
"com/fasterxml/aalto/dom/DOMWriterImpl.setProperty:(Ljava/lang/String;Ljava/lang/Object;)Z","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","String Object","","setProperty","","","public","1"
"com/fasterxml/aalto/dom/DOMWriterImpl.writeDTD:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","18","16","72.0","4.0","288.0","0.024","0","1","0","10","8","String","reportUnsupported","<init>","XMLStreamException","IllegalStateException","public","4"
"com/fasterxml/aalto/dom/DOMWriterImpl.appendLeaf:(Lorg/w3c/dom/Node;)V","1","1","1","1","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","Node","","appendNode","IllegalStateException","","protected","3"
"com/fasterxml/aalto/dom/DOMWriterImpl.createStartElem:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V","19","4","11","9","0","338","59","1988.3333506843026","44.0","87486.66743010932","0.6627777835614342","0","5","0","182","156","String DOMOutputElement","validateElemPrefix writeDefaultNamespace writeNamespace throwOutputError generateElemPrefix","setDefaultNsUri createAndAttachChild createElementNS get length createElement toString <init> append addPrefix","XMLStreamException","","protected","35"
"com/fasterxml/aalto/dom/DOMWriterImpl.outputAttribute:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","7","4","4","4","0","116","33","585.1497178455805","14.0","8192.096049838128","0.19504990594852684","0","3","0","63","53","String","findOrCreateAttrPrefix","addAttribute length toString <init> append","XMLStreamException","IllegalStateException","protected","12"
"com/fasterxml/aalto/dom/DOMWriterImpl.validateElemPrefix:(Ljava/lang/String;Ljava/lang/String;Lcom/fasterxml/aalto/dom/DOMOutputElement;)Ljava/lang/String;","3","3","5","4","0","46","19","195.40466561840492","10.0","1954.0466561840492","0.0651348885394683","0","0","0","29","17","String DOMOutputElement","","length getDefaultNsUri isPrefixValid","XMLStreamException","","private final","9"
"com/fasterxml/aalto/dom/DOMWriterImpl.findElemPrefix:(Ljava/lang/String;Lcom/fasterxml/aalto/dom/DOMOutputElement;)Ljava/lang/String;","3","2","3","3","0","35","18","145.94737505048093","4.0","583.7895002019237","0.04864912501682698","0","0","0","21","14","String DOMOutputElement","","getPrefix length getDefaultNsUri","XMLStreamException","","protected final","6"
"com/fasterxml/aalto/dom/DOMWriterImpl.generateElemPrefix:(Ljava/lang/String;Ljava/lang/String;Lcom/fasterxml/aalto/dom/DOMOutputElement;)Ljava/lang/String;","8","3","3","3","0","91","32","455.0","16.0","7280.0","0.15166666666666667","0","1","0","53","38","String DOMOutputElement","","equals get length generateMapping","XMLStreamException","","protected final","13"
"com/fasterxml/aalto/dom/DOMWriterImpl.findOrCreateAttrPrefix:(Ljava/lang/String;Ljava/lang/String;Lcom/fasterxml/aalto/dom/DOMOutputElement;)Ljava/lang/String;","10","3","5","4","0","169","39","893.23297498772","30.0","26796.9892496316","0.2977443249959067","0","1","0","98","71","String DOMOutputElement","writeNamespace","get length getExplicitPrefix getNamespaceURI isPrefixValid generateMapping addPrefix","XMLStreamException","","protected final","29"
"com/fasterxml/aalto/dom/OutputElementBase.<init>:()V","1","0","0","0","0","25","13","92.5109929535273","3.0","277.5329788605819","0.030836997651175767","0","0","0","14","11","","","<init>","","","protected","6"
"com/fasterxml/aalto/dom/OutputElementBase.<init>:(Lcom/fasterxml/aalto/dom/OutputElementBase;Lcom/fasterxml/aalto/dom/BijectiveNsMap;)V","2","2","2","2","0","37","17","151.23612512626258","8.0","1209.8890010101006","0.05041204170875419","0","0","0","21","16","OutputElementBase BijectiveNsMap","","<init>","","","protected","6"
"com/fasterxml/aalto/dom/OutputElementBase.relink:(Lcom/fasterxml/aalto/dom/OutputElementBase;)V","2","1","1","1","0","37","14","140.87213211613133","8.0","1126.9770569290506","0.04695737737204377","0","0","0","21","16","OutputElementBase","","","","","protected","5"
"com/fasterxml/aalto/dom/OutputElementBase.setRootNsContext:(Ljavax/xml/namespace/NamespaceContext;)V","2","1","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","protected abstract","1"
"com/fasterxml/aalto/dom/OutputElementBase.isRoot:()Z","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
